Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Precio por defecto,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Master burger],Precio [Master burger],En inventario [Master burger],Existencias bajas [Master burger],"modificador - ""Extras""","modificador - ""Queso""","modificador - ""Bebidas""","modificador - ""Descuento""","modificador - ""Promos""","modificador - ""Hamburguesas""","modificador - ""Cervezas""","modificador - ""Chilaquiles""","modificador - ""extras combo""","modificador - ""alas kilos""","modificador - ""charolas especiales""","modificador - ""bubbles""","modificador - ""Jarabe""","modificador - ""miches""","modificador - ""als y bon""","modificador - ""CREPAS""","modificador - ""EXTRA ANGUS""","modificador - ""papas promo""","modificador - ""Extras almuerzos""","modificador - ""ACOMPAÑANTES""","modificador - ""POSTRES""","modificador - ""PROTEINAS CARNE""","modificador - ""PROTEINAS POLLO""","modificador - ""COSTILLAS"""
foráneo,10243,Foráneo,Envios,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
frappé-copa-g,10249,Frappé copa g,Bebidas,,N,,,,,,,65.00,0.00,,,,N,Y,65.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10088,Frappes,Sodas,,N,mediano,capcaramel,,,,,50.00,0.00,,,,N,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10161,,,,,,capuchino,,,,,50.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10086,,,,,,capvainilla,,,,,50.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10132,,,,,,ferrero,,,,,60.00,70.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10082,,,,,,frutosrojos,,,,,50.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10080,,,,,,mazapan,,,,,50.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10085,,,,,,moka,,,,,50.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10055,,,,,,nutella,,,,,60.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"frappes(taro,-matcha,frutos-rojos)",10020,,,,,,oreo,,,,,50.00,0.00,,,,,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
free-life,10420,Free life,Refrescos,,N,,,,,,,35.00,0.00,,,,N,N,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fresa,10067,Fresa,Mojitos de sabor,,N,,,,,,,70.00,0.00,,,,Y,Y,70.00,995.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
frijoles-plato,10510,Frijoles plato,Almuerzos,,N,,,,,,,35.00,0.00,,,,N,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
frutos-rojos,10064,Frutos rojos,Mojitos de sabor,,N,,,,,,,70.00,0.00,,,,Y,Y,70.00,693.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
galletas-costco,10511,Galletas costco,Postres,,N,,,,,,,220.00,0.00,,,,N,Y,220.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
galletas-oreo,10174,Galletas oreo,Dulces,,N,,,,,,,25.00,0.00,,,,N,Y,25.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
garci-crespo,10324,Garci crespo,Refrescos,,N,,,,,,,25.00,0.00,,,,Y,N,25.00,29.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10371,Gorditas,Almuerzos,,N,Sabor,Albondigas,,,,,30.00,0.00,,,,N,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10373,,,,,,Champiñones,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10355,,,,,,Chicharron,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10352,,,,,,Combinada,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10353,,,,,,Deshebrada,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10354,,,,,,Molida,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10349,,,,,,Pollo,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10356,,,,,,Prensado,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10358,,,,,,Queso,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gorditas,10351,,,,,,Rajas,,,,,30.00,0.00,,,,,Y,30.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gringa-alambre,10461,Gringas,Burritos y Gringas,,N,sabor,Alambre,,,,,115.00,0.00,,,,N,Y,115.00,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
gringa-alambre,10303,,,,,,Arrachera,,,,,125.00,0.00,,,,,Y,125.00,,,,,,,,,,,,,,,,,,,,,,,,,,
gringa-alambre,10235,,,,,,Bisteck,,,,,125.00,0.00,,,,,Y,125.00,,,,,,,,,,,,,,,,,,,,,,,,,,
gringa-alambre,10501,,,,,,Campechana,,,,,115.00,0.00,,,,,Y,115.00,,,,,,,,,,,,,,,,,,,,,,,,,,
gringa-alambre,10227,,,,,,Chuleta,,,,,115.00,0.00,,,,,Y,115.00,,,,,,,,,,,,,,,,,,,,,,,,,,
gringa-alambre,10504,,,,,,Frijoles con chorizo,,,,,85.00,0.00,,,,,Y,85.00,,,,,,,,,,,,,,,,,,,,,,,,,,
gringa-alambre,10154,,,,,,Pastor,,,,,120.00,0.00,,,,,Y,120.00,,,,,,,,,,,,,,,,,,,,,,,,,,
gringa-alambre,10503,,,,,,Suadero,,,,,125.00,0.00,,,,,Y,125.00,,,,,,,,,,,,,,,,,,,,,,,,,,
gringa-alambre,10502,,,,,,Tripa,,,,,145.00,0.00,,,,,Y,145.00,,,,,,,,,,,,,,,,,,,,,,,,,,
h.res-+-p-(estudiantes),10444,H.res + p (estudiantes),Promos,,N,,,,,,,75.00,0.00,,,,N,Y,75.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
halls-monch,10198,Halls monch,Dulces,,N,,,,,,,10.00,0.00,,,,N,Y,10.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
hamburguesa-de-pastor,10370,Hamburguesa de pastor,HAMBURGUESAS,,N,,,,,,,75.00,0.00,,,,N,Y,75.00,,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
hamburguesero,10335,Hamburguesero,Sueltos,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
heineken-0.0,10560,Heineken 0.0,,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
heineken-1lt,10210,Heineken 1lt,Drinks,,N,,,,,,,65.00,0.00,,,,Y,Y,65.00,33.000,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
heineken-355ml,10211,Heineken 355ml,Drinks,,N,,,,,,,35.00,0.00,,,,N,Y,35.00,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
helado-3bolas,10125,Helado 3bolas,Postres,,N,,,,,,,45.00,0.00,,,,N,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"helado-granel-chocolate,-fresa,-vainilla",10077,"Helado granel chocolate, fresa, vainilla",,,N,,,,,,,40.00,0.00,,,,Y,Y,40.00,1000.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
hot-cakes-3*,10200,Hot cakes 3*,Postres,,N,,,,,,,65.00,0.00,,,,N,Y,65.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
hot-dog-chico,10205,Hot dog chico,HAMBURGUESAS,,N,,,,,,,25.00,0.00,,,,N,Y,25.00,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
hot-dog-estilo-sinaloa,10283,Hot dog estilo sinaloa,HAMBURGUESAS,,N,,,,,,,80.00,80.00,,,,N,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
hot-dog-jumbo,10002,Hot dog jumbo,HAMBURGUESAS,,N,,,,,,,40.00,20.00,,,,N,Y,40.00,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
huevo,10026,Huevo,Come todo,"<p><font dir=""auto"" style=""vertical-align: inherit;""><font dir=""auto"" style=""vertical-align: inherit;"">Huevo</font></font></p>",N,,,,,,,10.00,0.00,,,,N,N,10.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
huevo-extra,10260,Huevo extra,Almuerzos,,N,,,,,,,10.00,0.00,,,,N,Y,10.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
huevos-al-gusto,10118,Huevos al gusto,Almuerzos,,N,preparacion,a la mexicana,,,,,65.00,0.00,,,,N,Y,65.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
huevos-al-gusto,10129,,,,,,con jamon,,,,,65.00,0.00,,,,,Y,65.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
huevos-al-gusto,10145,,,,,,estrellados,,,,,65.00,0.00,,,,,Y,65.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
inflable-70cm,10570,Inflable 70cm,,,N,,,,,,,75.00,0.00,,,,N,Y,75.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
inflable-80cm,10571,Inflable 80cm,,,N,,,,,,,85.00,0.00,,,,N,Y,85.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jony-walker,10550,Jony walker,Drinks,,N,,,,,,,90.00,0.00,,,,Y,Y,90.00,-3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jueves-burritos,10448,Jueves burritos,Promos,,N,,,,,,,110.00,0.00,,,,N,Y,110.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10493,jugos,Bebidas,,N,sabor,berrie smothie,tamaño,litro,,,110.00,0.00,,,,N,Y,110.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10494,,,,,,berrie smothie,,medio,,,65.00,0.00,,,,,Y,65.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10495,,,,,,detox,,litro,,,80.00,0.00,,,,,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10496,,,,,,detox,,medio,,,45.00,0.00,,,,,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10491,,,,,,energia,,litro,,,100.00,0.00,,,,,Y,100.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10492,,,,,,energia,,medio,,,55.00,0.00,,,,,Y,55.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10489,,,,,,naranja,,litro,,,80.00,0.00,,,,,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
jugos,10490,,,,,,naranja,,medio,,,45.00,0.00,,,,,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-ahujas-norteñas,10361,Kg Ahujas norteñas,Charolas navideñas,,Y,,,,,,,400.00,0.00,,,,N,Y,400.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-arrachera,10360,Kg Arrachera,Charolas navideñas,,Y,,,,,,,400.00,0.00,,,,N,Y,400.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-bisteck-res,10325,kg Bisteck res,Charolas navideñas,,Y,,,,,,,400.00,0.00,,,,N,Y,400.00,,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-chuleta,10328,Kg Chuleta,Charolas navideñas,,Y,,,,,,,360.00,0.00,,,,N,Y,360.00,,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-longaniza,10350,Kg Longaniza,Charolas navideñas,,Y,,,,,,,360.00,0.00,,,,N,Y,360.00,,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-papa-corte-recto,10347,Kg papa corte recto,Charolas navideñas,,Y,,,,,,,150.00,0.00,,,,N,Y,150.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-papas-gajo,10343,Kg Papas Gajo,Charolas navideñas,,Y,,,,,,,180.00,0.00,,,,N,Y,180.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kg-ribye,10364,Kg ribye,Charolas navideñas,,Y,,,,,,,500.00,0.00,,,,N,Y,500.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kilos-papas,10301,Kilos papas,Alitas y Boneless,,Y,,,,,,,140.00,0.00,,,,N,Y,140.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
kiwi,10063,Kiwi,Mojitos de sabor,,N,,,,,,,70.00,0.00,,,,Y,Y,70.00,998.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
las-angus,10005,LAS ANGUS,HAMBURGUESAS,,N,TAMAÑO,ANGUS 150GR,,,,,105.00,0.00,,,,N,Y,105.00,,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
las-angus,10006,,,,,,ANGUS 250GR,,,,,135.00,0.00,,,,,Y,135.00,,,,,,,,,,,,,,,,,,,,,,,,,,
limonada-o-naranjada-1lt,10236,Limonada o naranjada,Bebidas,,N,sabore,limonada,tamaño,litro,,,80.00,0.00,,,,N,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
limonada-o-naranjada-1lt,10242,,,,,,limonada,,medio,,,45.00,0.00,,,,,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
limonada-o-naranjada-1lt,10216,,,,,,naranjada,,litro,,,80.00,0.00,,,,,Y,80.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
limonada-o-naranjada-1lt,10231,,,,,,naranjada,,medio,,,45.00,0.00,,,,,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
promo-lunes-2kfc-*100,10445,lunes 2kfc *110,Promos,,N,,,,,,,110.00,0.00,,,,N,Y,110.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
m&ms,10164,M&ms,Dulces,,N,,,,,,,5.00,2.50,,,,N,Y,5.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
macarrones,10336,Macarrones,Charolas navideñas,,Y,,,,,,,100.00,0.00,,,,N,Y,100.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
malteada-de-matcha,10021,Malteada de Matcha,,,N,,,,,,,variable,0.00,,,,Y,Y,variable,998.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
"malteadas-(-chocolate,vainilla,-fresa)",10044,"Malteadas ( chocolate,vainilla, fresa)",Sodas,,N,,,,,,,40.00,0.00,,,,N,Y,40.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mango,10062,Mango,Mojitos de sabor,,N,,,,,,,variable,0.00,,,,Y,Y,variable,994.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
martes-2*100-res,10446,Martes 2*110 res,Promos,,N,,,,,,,110.00,0.00,,,,N,Y,110.00,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
maruchan,10407,Maruchan,,,N,,,,,,,40.00,0.00,,,,N,Y,40.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
maruchan-1,10558,Maruchan,,,N,,,,,,,40.00,0.00,,,,N,Y,40.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
master-burger-bbq,10127,Master burger bbq,HAMBURGUESAS,<p>2 carnes&nbsp;</p><p>doble queso</p><p>bbq specy</p><p>4 aros de cebolla</p><p>Papas gajo</p>,N,,,,,,,185.00,0.00,,,,N,Y,185.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
media-de-frencesas,10332,Media de frencesas,,,N,,,,,,,35.00,0.00,,,,N,Y,35.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mega,10219,Mega,Drinks,,N,,,,,,,60.00,0.00,,,,N,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mega-caguama,10220,Mega caguama,Drinks,,N,,,,,,,90.00,0.00,,,,N,Y,90.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mega-lata-miller,10193,Mega lata miller,Drinks,,N,,,,,,,45.00,0.00,,,,N,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mich-heineken-gde,10213,Mich Heineken gde,Drinks,,N,,,,,,,90.00,0.00,,,,N,Y,90.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miche,10552,Miche,,,N,Tamaño,Caguama,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miche,10553,,,,,,Chica,,,,,variable,0.00,,,,,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miche-master,10427,Miche Master,Mariscos,,N,,,,,,,180.00,0.00,,,,N,Y,180.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
micheladas-caguama,10058,Micheladas caguama,Drinks,,N,,,,,,,100.00,55.00,,,,Y,Y,100.00,-6.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
micheladas-chicas,10409,Micheladas chicas,Miches,,N,,,,,,,55.00,0.00,,,,N,Y,55.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
micheladas-grande,10408,Micheladas grande,Miches,,N,,,,,,,100.00,0.00,,,,N,Y,100.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
micheladas-modelo,10059,Micheladas modelo,Drinks,,N,,,,,,,55.00,0.00,,,,Y,Y,55.00,-50.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
miércoles-alitas-/bon-3*2,10447,Miércoles alitas /bon 3*2,Promos,,N,,,,,,,220.00,0.00,,,,N,Y,220.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
milk-tea,10384,Milk Tea,alexa bubble,,N,Tamaño,CH,Sabores,COCO,,,60.00,0.00,,,,N,Y,60.00,,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
milk-tea,10386,,,,,,CH,,COCO TOSTADO,,,60.00,0.00,,,,,Y,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10385,,,,,,CH,,FRESAS CON CREMA,,,60.00,0.00,,,,,Y,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10382,,,,,,CH,,LAVANDA,,,60.00,0.00,,,,,Y,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10380,,,,,,CH,,MATCHA,,,60.00,0.00,,,,,Y,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10383,,,,,,CH,,NUEZ DE MACADAMIA,,,60.00,0.00,,,,,Y,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10381,,,,,,CH,,TARO,,,60.00,0.00,,,,,Y,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10398,,,,,,GDE,,COCO,,,80.00,0.00,,,,,Y,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10400,,,,,,GDE,,COCO TOSTADO,,,80.00,0.00,,,,,Y,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10399,,,,,,GDE,,FRESAS CON CREMA,,,80.00,0.00,,,,,Y,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10396,,,,,,GDE,,LAVANDA,,,80.00,0.00,,,,,Y,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10394,,,,,,GDE,,MATCHA,,,80.00,0.00,,,,,Y,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10397,,,,,,GDE,,NUEZ DE MACADAMIA,,,80.00,0.00,,,,,Y,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10395,,,,,,GDE,,TARO,,,80.00,0.00,,,,,Y,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10391,,,,,,MED,,COCO,,,70.00,0.00,,,,,Y,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10393,,,,,,MED,,COCO TOSTADO,,,70.00,0.00,,,,,Y,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10392,,,,,,MED,,FRESAS CON CREMA,,,70.00,0.00,,,,,Y,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10389,,,,,,MED,,LAVANDA,,,70.00,0.00,,,,,Y,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10387,,,,,,MED,,MATCHA,,,70.00,0.00,,,,,Y,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10390,,,,,,MED,,NUEZ DE MACADAMIA,,,70.00,0.00,,,,,Y,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
milk-tea,10388,,,,,,MED,,TARO,,,70.00,0.00,,,,,Y,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
miller-1lt,10282,Miller caguama,Drinks,,N,,,,,,,60.00,0.00,,,,Y,Y,60.00,15.000,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mineral-sifon,10327,Mineral sifon,Inventario máster burger,,N,,,,,,,0.01,0.00,,,,Y,Y,0.01,8.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
modelo-especial,10582,MODELO ESPECIAL,,,N,Tamaño,Pz,,,,,40.00,0.00,,,,N,Y,40.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
modelo-especial,10583,,,,,,Six,,,,,200.00,0.00,,,,,Y,200.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
modelo-lima,10585,Modelo lima,,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mojarra-frita,10432,Mojarra frita,Mariscos,,Y,,,,,,,220.00,0.00,,,,N,Y,220.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mojito-litro,10539,Mojito litro,Drinks,,N,,,,,,,130.00,0.00,,,,N,Y,130.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mojitos-s/alcohol,10070,Mojitos s/alcohol,Mojitos de sabor,,N,,,,,,,45.00,35.00,,,,N,Y,45.00,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
nachos,10003,Nachos,Extras,,N,,,,,,,40.00,0.00,,,,Y,Y,40.00,717.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
